gene,stability_freq,perm_importance_mean
Pdgfrb,0,0.00016610525589926263
Olfr1087,0,0.0001657826243935068
Abcc2,0,0.00016571232925509662
Syt5,0,0.00016566678007098323
Olfr1513,0,0.00016559098568705855
Apoo,0,0.00016558881299491012
Rmi2,0,0.00016555772278374902
Gm10578,0,0.00016551912586301176
Tceal1,0,0.00016549643336366548
Ushbp1,0,0.0001654616506225337
Cacna2d3,0,0.00016529503359076215
Tmem266,0,0.00016490952094372346
Slc6a3,0,0.00016476767404171032
Ighv5-17,0,0.0001646909229407689
Gpm6a,0,0.0001646597758116597
Mrc1,0,0.00016442803013657639
Decr2,0,0.00016442591977633425
Kif17,0,0.00016419997624863571
Parm1,0,0.00016412687031991388
Spon1,0,0.0001641183431465243
Igkv10-96,0,0.00016411302994171484
Amt,0,0.0001640981050696655
Kcnj11,0,0.00016404687996957046
Rragd,0,0.00016400741064057642
Serpinf1,0,0.0001639466246869836
Krt79,0,0.00016392544843432113
Mkrn3,0,0.00016391151544680184
Ak5,0,0.0001638494493054421
2410018L13Rik,0,0.0001637881699411703
Il13ra2,0,0.0001637399800936468
Ddr2,0,0.00016363416529553422
Naip5,0,0.0001635966602300809
Mdm4-ps,0,0.00016350410892306268
Gm20757,0,0.00016322066273503078
Fads1,1,0.00016291048621985826
Mss51,0,0.00016284904484969998
Gm17067,0,0.00016247088821471636
Gm37107,0,0.00016218423456570982
Gm14401,0,0.0001621536324763806
Fras1,0,0.00016208265721041616
Fhad1,1,0.00016207111695507595
Nxf7,0,0.00016197834561230143
S1pr3,0,0.0001618926620056471
Gm26233,0,0.00016182842897702885
Tmem151b,0,0.0001617928389649914
Gstt1,0,0.00016166649816952148
Ch25h,0,0.0001616638845684082
Gm47678,0,0.00016152939968702153
Trpc6,0,0.00016149571601693503
Gm16158,0,0.00016141178036545024
Dgat2l6,0,0.0001613741518751377
Nek11,0,0.00016135715578924348
Gm37368,0,0.00016120970072102113
Stk32b,0,0.00016118190358118675
Ankdd1a,0,0.00016109746782280168
Il1f9,0,0.0001610827221952382
Gm37936,0,0.0001610648020657246
Espn,0,0.00016093075411999225
Pcx,0,0.00016072628787008327
Gm5547,2,0.0001606948159025956
Scd1,0,0.000160675401075161
Gm44542,0,0.00016066063215717242
Carmil3,1,0.0001606345204630211
Mcm10,0,0.00016059015231445484
Lrp2bp,0,0.00016057838613096063
Gm12576,0,0.00016056598033131753
Cdca7l,0,0.00016052236744701354
Olfr1135,0,0.0001604045551609534
Ush1c,0,0.00016036711053665222
Gm37124,1,0.00016034888590615862
Etv1,0,0.00015996710162291539
1810013D15Rik,0,0.0001598427174174244
Gm43621,0,0.00015976224646506722
Igkv8-24,0,0.00015972084133492048
Tmem252,0,0.00015954007947245328
A430088P11Rik,0,0.00015949074933701012
Ecm1,0,0.000159477849571088
Scara3,0,0.00015919986377193053
Hnmt,1,0.00015896752719662954
4933427E13Rik,0,0.0001589398753704452
Hcar1,0,0.00015878514971040536
5730507C01Rik,0,0.0001587372016758959
Olfr836,0,0.00015841531330926806
Galnt14,0,0.00015836830222430985
Sh2d5,1,0.00015832301799314496
Clcn1,0,0.00015829214960899618
Prf1,0,0.00015799071459413617
Gm48249,0,0.0001579123776496938
Tenm4,0,0.0001577137055168265
Sv2a,0,0.0001576902237741429
Igkv4-57-1,0,0.00015767711914866923
E230020D15Rik,0,0.00015767269163603493
Pgam2,0,0.0001576093198379369
Slc25a4,0,0.00015759404737352155
Bmpr1a,0,0.00015758761052392378
Myo5b,0,0.0001575726418036716
A230108P19Rik,0,0.00015755117916941286
Gm19136,0,0.00015739940968327872
Trpv4,0,0.00015721188239561367
Rasgef1c,0,0.00015720445086446768
Mboat2,0,0.00015708804843098668
Gm28928,0,0.0001570623925280068
Olfr1062,0,0.00015704396305399326
Plxna2,1,0.00015702522500102842
AI427809,0,0.0001570249066162543
Slc29a4,0,0.0001569552153567466
Xlr4a,0,0.0001568512277608458
Gm47342,0,0.00015663072158667024
Myoz2,0,0.00015648307876975354
mt-Nd3,0,0.00015648232758544987
Ptprb,1,0.00015645016882293028
Plxna4os2,0,0.00015638908998945046
1500015O10Rik,0,0.00015633580816936112
Gm32618,0,0.00015629030313338844
AC122217.3,0,0.00015627525758488137
Gpr35,0,0.00015616454687970014
3425401B19Rik,0,0.0001561339089051317
Lyplal1,0,0.0001561194863136106
Tcp11,0,0.00015611125274356263
Nmnat2,0,0.00015609451729693414
Gjb2,0,0.0001560635584215597
Bfsp2,0,0.00015602710779295538
Atp2b2,0,0.000156009465503526
Xlr3a,0,0.00015595053208080633
Tgfb1,0,0.00015590592744584296
Dao,0,0.0001556131378267378
Olfr453,0,0.0001555860901075401
Tmem176a,0,0.00015554692033707964
Olfr373,0,0.00015552909876924702
2810468N07Rik,0,0.00015548402126224213
Itih3,0,0.00015547347675498593
Zbtb16,0,0.00015535250590055228
Gm11266,0,0.00015532478255431137
Klrc3,0,0.00015531507275413637
Tmprss2,0,0.00015528231642107925
Anpep,0,0.0001552486429478028
Cpb2,0,0.00015520664739085974
B230208H11Rik,0,0.0001551989831063305
Kcnt1,0,0.00015495072205962138
Vmn1r230,0,0.00015486847084973386
Aass,0,0.00015483163808384102
Gm21738,0,0.0001548082070882195
Gm45188,0,0.00015467746178290386
Rnf225,0,0.0001546359452092472
Aldh1l2,0,0.00015463588961553973
Gm29515,0,0.00015412054153904898
Gm37895,0,0.00015409560804612312
Bcl2a1a,0,0.00015403188348664946
Trnp1,0,0.0001539728451259381
Bmp5,0,0.00015395515603694457
9330162012Rik,0,0.00015390400776066349
Dmbt1,0,0.00015386135099558772
Tmem132a,0,0.0001537394857919705
Ighv1-69,0,0.0001537220002219786
Fcer1g,0,0.00015365735996528685
Gm42933,0,0.00015362329098967954
Cdh18,0,0.00015361735801818765
Gm43557,0,0.00015347558075738953
Capn13,0,0.0001534375997579329
5430437J10Rik,0,0.00015339231298705516
Mpig6b,0,0.00015313664073350884
Ucp3,0,0.00015303506143067304
Ctdspl,0,0.00015293855599416426
Ezr,0,0.00015281367229533772
Slc25a48,0,0.00015278817395560914
Gprin1,0,0.0001527639797328395
Sema3g,0,0.00015269965315261038
Cd24a,0,0.00015262984909989453
Slc38a3,0,0.00015255658832590281
6330415B21Rik,0,0.0001524373040039606
Slc5a1,0,0.0001524318692141424
Nectin4,0,0.0001523762003361795
Rad51,0,0.0001522300258068432
A930038B10Rik,0,0.00015213629317794019
Ikzf3,0,0.00015210730259102023
Sord,0,0.00015184532080139145
Gm42847,0,0.00015174228337496709
Muc13,1,0.0001515719554168959
Rimbp2,0,0.00015144878183893652
Gm46409,0,0.00015136999393642326
Timp4,0,0.0001513376477827344
Dpt,0,0.00015133588108342535
Olfr1245,0,0.0001511813139790208
Igf1os,0,0.0001510529046807041
Pmepa1,0,0.00015094167428946202
Flywch2,0,0.0001508341293870674
D430019H16Rik,0,0.00015078406154721556
Gm12388,0,0.0001506869338806838
Fam78a,0,0.0001506755568228546
Cntnap1,0,0.00015055950100801853
Lcn4,0,0.00015055078385229904
4930517E11Rik,0,0.00015054547720920743
Klhl29,0,0.00015054391973666758
Frmd7,0,0.00015046701473764299
1190005I06Rik,0,0.00015034015239381304
Hopx,0,0.00015011155860676916
Tmem178,0,0.0001499350783077391
Aff3,0,0.00014988668220590197
Olfr816,0,0.00014985708911858796
Gm48964,0,0.00014979400085708417
Oxtr,0,0.0001497277774720862
1810053B23Rik,0,0.00014970868988430918
Hrh1,1,0.00014961006841270885
Diras2,0,0.00014958466130030602
Gm37387,0,0.00014954681704616447
Gm14412,0,0.00014952668838864592
Arhgap30,1,0.00014935988038078385
Mylk2,0,0.00014929836509272043
Tbx18,0,0.00014918381848951778
Ly6i,0,0.0001491143188540378
Rnase4,0,0.00014910480694124706
Gm19434,0,0.00014898364444626555
Lrrtm1,0,0.0001488260241494843
Klf14,0,0.00014878544818409668
Nwd1,0,0.0001487651768989906
Gm34006,0,0.00014875852576122782
0610031O16Rik,0,0.00014874323182005876
Mlxipl,0,0.00014850985720507028
H2-M5,0,0.0001484468033405961
Apbb1,0,0.00014844326629591677
Camk2a,0,0.00014833828112680302
4930503E14Rik,0,0.0001483366206767478
Scn3b,0,0.0001482922322218805
Gm48262,0,0.00014827791199463204
Adcyap1r1,0,0.00014825809310391457
Gm42490,0,0.00014816965151721593
Gm40765,0,0.00014813327825117237
Tm4sf5,0,0.00014807999502967074
Rspo3,0,0.00014795162415831564
Tmem136,0,0.00014786640114186067
Angptl8,0,0.0001478616467070815
Gm43486,0,0.0001477661555752463
Mgat4c,0,0.0001477330513520503
Smyd1,0,0.00014773234036574712
Mmp3,0,0.00014768042326267493
Fam205c,0,0.00014752415522050198
Lingo1,0,0.00014748721253290406
Slc9a3r1,0,0.00014707601845309615
Calr3,0,0.00014698633220953103
Kctd15,0,0.0001469446032897781
Adra1b,1,0.00014686179368309513
Olfr1323,0,0.0001468540006671515
Plppr4,0,0.0001467348642802735
Slc45a3,0,0.0001466977383683732
Htr1f,0,0.00014660759414800718
Gm47898,0,0.00014644451232234123
Shisa6,0,0.00014635748326409238
Tlcd1,0,0.00014634078446176257
Vsnl1,0,0.00014628359874124808
Akr1cl,0,0.0001462165486141642
Ldhb,0,0.0001461926372456901
Gm43947,0,0.00014619247004322712
Serpina3f,0,0.00014618673075714737
Tmem158,0,0.00014604825939025235
Rasl10a,0,0.00014600717747681458
Gm33869,0,0.00014598632667010004
Ucp1,0,0.000145927714129368
Cd84,0,0.00014584303849860537
Xylb,0,0.0001457029006367794
Trim43b,0,0.00014570050047306717
Galm,0,0.00014564696002451473
Adra2a,0,0.00014556702902701613
Pgf,0,0.00014555911860386628
Fbxw24,0,0.0001455457088215484
Acot11,0,0.00014551821023846002
Olfr134,0,0.00014528911891038555
Vwa3b,0,0.00014528475084322202
Rassf6,0,0.00014524214658101497
Gm16347,0,0.00014522934696965527
Fez1,0,0.00014519151020692125
Efr3b,0,0.00014492868542298476
Elavl3,0,0.00014490798880385512
Maob,0,0.00014485195486276802
AC154836.1,0,0.00014479927082619026
Trim29,0,0.00014477935311261181
Actg2,0,0.00014468532991178675
Tnnt3,0,0.00014463420157224683
4930430E12Rik,0,0.00014458906642081935
Rcor2,0,0.00014456874583259618
Tmc4,0,0.0001445472734207032
Olfr557,0,0.00014453351751866352
Fads6,0,0.00014441754566436594
Olfr937,0,0.0001443834469746053
Abhd3,0,0.00014435521933063854
Tmem100,0,0.00014424359835388812
Gm39383,0,0.0001441831307596564
D630045J12Rik,0,0.00014399422780631
Peli2,0,0.00014388803095448653
Bnc2,0,0.00014387602294940738
Smarca1,0,0.00014366970244699128
Gm8989,0,0.00014360520854597155
Fabp1,0,0.00014358531254698992
Gm45129,0,0.00014354681155184237
Amotl1,1,0.00014352085066223763
Frem1,0,0.00014346580480714135
Tll2,0,0.00014344972333973915
Selenbp2,0,0.0001434318411087321
AI464131,0,0.00014332625431836554
F9,0,0.00014329503822025911
Galnt12,0,0.00014321890075759126
Cd4,0,0.00014310095712175564
Tmem144,0,0.00014308869549508607
Krt80,0,0.00014307112678023647
Ppp1r1c,0,0.00014301469841083712
Bend7,0,0.00014296608097185136
Serpina10,0,0.00014289644529549283
Fmnl1,0,0.0001428902904355489
Trabd2b,1,0.00014288020853251424
Gm13961,0,0.00014284035029136222
Ephb1,0,0.00014283379611969017
Gm9108,0,0.00014269789779692844
Coro2b,0,0.0001425369950935007
Kcnmb2,0,0.00014253306884907114
Cnr1,0,0.00014250955771653027
F2rl2,0,0.00014240602151203153
Vmn1r28,0,0.00014230240905386272
Ctse,0,0.00014222789279003668
1700020L24Rik,0,0.0001421523203163244
1700028J19Rik,0,0.00014212562320091714
Cited4,0,0.00014212171424404785
Prex2,0,0.00014199947966050396
Akr1c19,0,0.00014198553202847685
Ghitm,0,0.0001419631721597425
Olfr8,0,0.00014193644978213182
Atp2a1,0,0.00014186366842366962
Gimap7,0,0.00014183109780018243
Gm44586,0,0.000141761235984994
Ano9,0,0.0001417257577511211
Sec14l4,0,0.00014171869320084293
Arhgef4,0,0.00014170399703439251
Gm48874,0,0.00014168770293220278
Kcnc2,0,0.00014164601513952935
Nol4,0,0.00014154737743339308
Spic,0,0.0001414827271770336
Gm44242,0,0.0001414203783554169
Tktl1,1,0.0001414158872784399
Ccno,0,0.00014129751177944792
Epm2a,0,0.0001412917385371304
Gpr156,0,0.0001411337019349368
Fignl2,0,0.00014108852351739644
Eomes,0,0.00014097863268558442
Fcer1a,0,0.00014093800331733687
Olfr947-ps1,0,0.00014093646002377724
Prss36,0,0.00014092875265319104
Gm10165,0,0.00014091194596400626
Gm36041,0,0.00014087073040394135
4930426D05Rik,0,0.00014085531864115318
Tmem150b,0,0.0001408469833927506
Sptbn4,0,0.00014069399400847837
Klf1,0,0.00014062441801213633
Cpt1c,0,0.00014053904930776405
Olfr418,0,0.0001404435902011336
Gm39323,0,0.00014043416420203014
2900060N12Rik,0,0.00014037957159218628
1810019D21Rik,0,0.0001403335735550404
Nup62cl,0,0.00014009056583482726
Gm11342,0,0.00014003573188325902
Xlr4b,1,0.00014001765338450545
Gm37824,0,0.00013988551816537242
Gm37814,0,0.00013982307068479693
Nadk2,0,0.00013968192213287267
Tmprss9,0,0.00013964997495765632
Iglc2,0,0.00013958540292495768
Smim6,0,0.00013955116487680553
Olfr876,0,0.00013953632426360054
Col23a1,0,0.00013945032598134955
D330037F02Rik,0,0.0001393512729777946
Tekt2,0,0.00013932029662764298
Loxl1,0,0.00013929404949960535
Hspb6,1,0.00013921778838371646
Kif2c,0,0.00013917601622942533
Gm42448,0,0.00013902866467624397
Hoxc8,0,0.0001390163338393591
Mettl7b,0,0.00013896437210283438
Dbn1,0,0.0001389311919373193
Stac,0,0.00013888422982601958
Rimkla,0,0.00013882833752957291
Olfr683,0,0.00013868429694111618
Gm49446,0,0.00013854875315113535
Lrp3,0,0.0001384424428425568
Pkd2,0,0.00013834512892968442
Gm16497,0,0.00013832486555372946
Comp,0,0.00013825148170187876
Rnf186,1,0.00013825062317758262
Sult5a1,0,0.0001382011920280535
Glra1,0,0.00013810523062539603
Gm45457,0,0.00013808306819546035
Tmem125,0,0.0001378971181930755
Cyp2d26,0,0.00013786062872465086
Ticam2,0,0.0001378546447860396
Ms4a7,0,0.0001378140510443049
1810046K07Rik,1,0.00013773483933438024
Tob1,0,0.00013770709248083214
Mreg,1,0.0001376565078649916
Olfr115,0,0.00013765121625241019
Gng4,0,0.00013754542820676452
Olfr1360,0,0.0001375007356401503
Gm43843,0,0.00013749674425205248
Mlph,0,0.00013743982579094148
Mptx1,0,0.00013737800824247247
Skint3,0,0.00013730653179201411
Gm13147,0,0.0001371862354096809
Stk33,0,0.0001371665647714515
Nnmt,0,0.0001368511830476815
Gm43780,0,0.00013680578550877563
Kcnn1,0,0.00013677830244441803
Ccbe1,0,0.0001367712666764276
Gm48307,0,0.00013676598632523794
Prtn3,0,0.00013663520145750231
Olfr1200,0,0.00013662328301597968
Igsf10,0,0.00013658882057474565
C8g,1,0.00013648611343132223
Ttc22,0,0.00013647065358880493
Gm454,0,0.0001364219207856121
Tmem26,0,0.0001363468981687488
Gstt3,0,0.00013631778481125735
4930592A05Rik,0,0.0001362352031394787
Fam19a2,0,0.00013617657734668056
Gm31517,0,0.00013584735732936613
Dntt,0,0.00013582728995918948
4930519D14Rik,0,0.00013572047404173393
Acod1,0,0.00013571527683743368
Gm16151,0,0.00013570719185379554
Tnfrsf13c,0,0.0001356909290743835
Wnt11,0,0.0001356501303179547
Gm44416,0,0.00013563613302446375
Cldn10,0,0.00013563228682613726
Tmc2,0,0.00013559440106647447
Gria3,0,0.00013536902416508843
Gm8113,0,0.00013532946702048408
Gm31600,0,0.0001350666867385497
Gm2824,0,0.00013505621435652148
Padi2,0,0.0001350082237378314
Vmn2r30,0,0.00013491644265793966
Ntrk1,0,0.0001348495711848141
Gm40621,0,0.0001347762826126031
Olfr806,0,0.00013474772049522078
Olfr1039,0,0.000134715077418901
Acot12,0,0.0001345427020823742
AC154782.1,0,0.0001345217094703477
Fank1,0,0.00013450680133613168
4933430I17Rik,0,0.00013436833762483502
Lamc3,0,0.0001343503659478884
Aspn,0,0.0001340463805410863
Gm10614,0,0.00013384589996758844
Fzd3,0,0.00013382389559953858
Gm34721,0,0.00013358456458021365
Wdr93,0,0.00013349876397757975
Olfr572,0,0.00013347592516071982
Hsd11b1,0,0.00013322477327688543
Fgf5,0,0.00013307252059872044
Pld6,0,0.00013296382610221704
Gm45601,0,0.00013295727138493696
Tmem88,0,0.00013281036514843912
Tenm3,0,0.0001327277401758198
Car10,0,0.00013270111073505618
Igkv1-117,0,0.00013265717781217877
Aoc1,0,0.00013260184619958703
Gm43323,0,0.00013249297570753214
Cdkn1c,0,0.00013232800889472206
Impg1,0,0.00013228839432812836
Gm6969,0,0.00013227522765297818
Mmp8,0,0.00013214738955519278
9330188P03Rik,0,0.0001320463853870968
Wee2,0,0.00013174221801206534
Olfr402,0,0.0001316193294257917
Wnt9a,0,0.00013157372704500903
Olfr1212,0,0.00013155287495072442
Slit1,0,0.00013155007105147834
9530051G07Rik,0,0.00013153158598926406
Igkv1-110,0,0.00013145763753694693
Olfr403,0,0.00013142345634922225
Plxnb3,0,0.0001312941207688323
Rgs8,0,0.00013127897604171547
Dcdc2c,0,0.0001312758088023114
Sult2b1,0,0.0001311574132250359
Igfbp7,1,0.00013114744763859099
Smox,0,0.00013113198797188864
Abca17,0,0.00013094386085273915
Hebp1,0,0.000130897268826069
Gm45518,0,0.00013087287199488039
B230217J21Rik,0,0.0001307977793865267
AC133498.1,0,0.00013070920559929978
Peg10,0,0.00013069660010555094
Spns3,0,0.00013068155392161886
Wdr20rt,0,0.00013065823478906058
Gm9577,0,0.00013051285238556697
Scn4b,0,0.00013050447369071793
Ky,0,0.00013028383724402736
Fam174b,0,0.00013025719781173395
Pcdh19,0,0.00013018581435459973
Gm8369,0,0.00013001593050209205
Fam186a,0,0.00012994202255763867
Sema6a,0,0.0001299189600864059
Tm6sf2,0,0.00012978395272775776
Olfr980,0,0.00012965821420647395
Hemgn,0,0.0001295381077987434
Morc4,0,0.00012952879051331134
Nsg1,0,0.0001294591045618243
Vwf,0,0.00012937971251986147
Pllp,0,0.00012934877963616254
Gm21814,0,0.00012934450618323767
Gm48363,0,0.00012927079225344418
Gm13034,0,0.00012918339463018348
Col6a6,0,0.00012916838366522354
Glipr2,0,0.00012908213677783608
Hpse,0,0.0001290732006052342
Gm38243,0,0.00012901665389492
Tbc1d16,0,0.00012899032602919913
Olfr237-ps1,0,0.00012897039086205987
Efna1,0,0.00012884501518446443
Gm4221,0,0.00012882088220779188
Ces1d,0,0.0001288157703747461
Gpr160,0,0.00012881034786558224
Gm38391,0,0.00012876218273435433
Pcdhb3,0,0.0001286552585113343
Olfr78,0,0.00012861388198814883
Lgr5,0,0.00012861317220310697
Scn11a,0,0.00012860516943423718
Neil3,0,0.00012858335905888696
Gm34923,0,0.00012850736703100553
Igkv6-17,0,0.00012850084212697732
Rab25,0,0.00012848706536312539
Afmid,0,0.00012846116230774696
Rasl11a,0,0.00012844432259339066
Cyp3a57,0,0.0001283527580757893
Olfr338,0,0.00012824222806437913
Lpo,0,0.00012820626754477262
Gm42939,0,0.00012813326259664135
AC140186.1,0,0.00012810520703039342
Lipe,0,0.00012809615669328033
Grm1,0,0.00012802922095931366
Ptprd,0,0.00012800553987644126
6430710C18Rik,0,0.00012798381750963597
Rcan2,0,0.00012791772603634177
Gm9973,0,0.00012791256290183294
Zkscan16,0,0.00012785040358781474
Gm37372,0,0.00012784944221644334
Abcc12,0,0.00012781955038666527
Gm2396,0,0.00012764172525642214
Prkab2,0,0.00012763384129115262
Prima1,0,0.00012745795415454176
AC154507.3,0,0.00012729323809826943
Grm6,0,0.00012723993673967592
Zfp804a,0,0.00012723460090319216
Gm23833,0,0.00012713510072336341
Crlf1,0,0.0001271333300020827
Zg16,0,0.00012708304717419237
Grin1,0,0.00012706560427778736
Adra1d,0,0.00012704098541017618
Pnliprp1,0,0.00012703597544712063
Hoxd3os1,0,0.00012700664986621256
Olfr734,0,0.0001269088678503838
Gm37602,0,0.00012690656608557174
Olfr542-ps1,0,0.00012688888734023742
A230065N10Rik,0,0.0001266411981877824
Gm26694,0,0.00012648425744629101
Gm43829,0,0.0001263547242165819
Cd300lf,0,0.0001263165798598087
Cav1,0,0.00012629021405150543
Gm37140,0,0.0001262514905316925
Bnip3,0,0.0001262403762329667
Meis2,0,0.00012621854464116565
Gm37138,1,0.0001261978198172864
Ccdc13,0,0.00012605300390373665
Limd2,0,0.00012600294957901826
Ereg,0,0.0001259621639363884
Tnfaip8l2,0,0.00012595621659003964
Slamf8,0,0.0001259116783908887
Pter,0,0.0001258792153434274
Cldn11,0,0.00012587237047136934
Kng2,0,0.00012579568627515413
Klra1,0,0.00012579167474754407
Srl,0,0.00012577171138025142
Nhs,0,0.00012573403190755395
Mid2,1,0.00012569189587193776
Cenpf,0,0.00012562500852748572
Bend5,0,0.0001256096094415238
Olfr558,0,0.00012560294930122896
Vmn2r91,0,0.00012552381897561473
Agtr1a,0,0.0001255116959220315
Gm9750,0,0.0001254912453766521
Slc27a5,0,0.000125386160130192
Chrm2,0,0.00012533425700760324
Gpr37,0,0.00012525344710906383
Rufy4,0,0.0001252249125146654
Slc14a1,0,0.00012515853686672073
4921539H07Rik,0,0.0001251532625902385
Gm37364,0,0.0001251452191940672
Kcnh6,0,0.00012514406826290568
Rspo1,0,0.0001250239910708717
Tlr13,0,0.0001249342615083804
G6pc2,0,0.00012480921083080077
Gm33497,0,0.00012471160775252564
Sdr9c7,0,0.00012471010221227764
Olfr830,0,0.00012470349252816646
Zfp9,0,0.0001246445130955065
Ddah1,0,0.00012453063401876018
BC051665,0,0.00012451291724647763
Vipr2,0,0.0001243187203623708
Hspa1l,0,0.00012422190583463166
Mcemp1,0,0.00012409644079338644
Dgat1,0,0.00012405673063667908
Krt20,0,0.00012395893774387322
AC173344.1,0,0.00012386761393879954
Gm48611,0,0.00012374493693839694
Nphs1,0,0.00012370000621609868
Trdc,0,0.0001236367083971901
Ifi47,0,0.00012356928942817145
Eci3,0,0.0001235462169873025
Abcd3,0,0.0001235343810364387
Orm1,0,0.00012342269447793706
Bspry,0,0.00012339427927300363
Spaar,1,0.00012335105802708802
Syce1,0,0.00012328657948198484
Cacna1i,0,0.00012325071815025846
Gm42843,0,0.00012323494002409728
Igf2,0,0.00012312098602995647
Lrtm2,0,0.00012289050552977132
G6pc,0,0.00012286519727452427
Gap43,0,0.00012285479734224224
Fads3,0,0.00012284514068799937
Gm13130,0,0.00012279996685602424
Slc25a15,0,0.00012279255635115892
Aldh3a1,0,0.00012261609982022748
Hdx,0,0.00012244849295596217
Gm36011,0,0.0001224202734165347
Gm30918,0,0.00012241083952543307
Olfr24,0,0.00012238977516980664
Gm11992,0,0.00012237125700442775
Olfr1564,0,0.00012233668845214042
Olfr1036,0,0.0001223347696565513
Gm35755,0,0.0001222712166128792
Gimd1,0,0.0001222424249726295
Rps2-ps2,0,0.0001222374914394364
Myb,0,0.0001221621600353995
Fermt3,0,0.00012211133881662173
Vmn1r54,0,0.00012209632983020135
Vmn2r100,0,0.00012199851492102899
Fam220a,0,0.0001219887535908959
Drd1,0,0.00012198695255002389
Gjc3,1,0.00012198032020388494
Pcdhac2,1,0.0001218973278049984
Gm26578,0,0.00012186156791290647
Olfr740,0,0.00012182211617882688
Gm15704,0,0.00012162049630006777
Pla2g3,1,0.00012157578256160037
Syde1,0,0.0001215740847033464
Gm45792,0,0.0001214047808523966
Ankrd2,0,0.00012125625725972755
Gm42942,0,0.00012116514202020757
Rab19,0,0.00012112796290674187
4921525O09Rik,0,0.0001210795189201752
Tmem52,0,0.00012098397592721356
Gm10619,0,0.0001209806514080536
1700003E16Rik,0,0.0001206937544932951
C230072F16Rik,0,0.00012068232629097732
Gm26629,0,0.00012068197169190498
Sema3f,0,0.00012066600830448193
Ppp2r2c,1,0.00012066306940949902
Nat8f4,0,0.00012061968085375074
Syt12,0,0.00012061428722619505
Lat,0,0.00012060683303464215
Chrnb3,0,0.0001205672455713902
Cfhr2,0,0.00012051813757881779
Epn3,0,0.00012049807337993768
Pcdhga12,0,0.00012049754896312769
Rs1,0,0.0001203708983874785
Kcnc1,0,0.00012028288855063795
Gm48482,0,0.00012028166086377468
Bace2,0,0.00012022713681862915
Gm10699,0,0.00012021650403101213
Pcdh18,0,0.00011990589178209054
Olfr188-ps1,0,0.00011986366053426956
Gm37593,0,0.00011985840707910979
Gm15535,0,0.00011967880294826426
Clec5a,0,0.00011966900370083967
Tesmin,1,0.0001196264953178372
Car5b,0,0.00011960114024566206
Snx20,0,0.00011957468851178097
Fhl3,0,0.00011939454663001392
Nhlrc4,0,0.0001193095191652005
Cyp2j6,0,0.00011928612228669922
Dmrt2,0,0.00011924474820601548
Svop,0,0.00011922197450703333
4930429D17Rik,0,0.00011916698369512925
Bok,0,0.00011913900906035389
Ift43,0,0.00011910155987453485
Tsix,0,0.0001190991878493031
Anxa1,0,0.00011903738104932505
Slc4a3,0,0.00011896688140554668
Fndc5,0,0.00011894972594969076
Gm6999,0,0.00011893004672069996
Poln,0,0.00011888379880040656
Lrrc74b,0,0.00011888196572999997
Slc25a21,0,0.00011886351853236386
Zfp13,0,0.00011878820312324346
Gna14,0,0.00011877574309266947
Gm13590,0,0.00011874862786918073
Spata4,0,0.00011871797736116018
Emx2os,0,0.00011865686595888825
Lypd8,0,0.00011865242247913742
Ccdc151,0,0.00011857064039431097
Olfr332,0,0.00011855315941489142
Gm37848,0,0.00011845309579910922
Vmn2r-ps56,0,0.00011843722185312931
Pak1,0,0.00011834815593594341
Fmn1,0,0.00011827342763724992
Meioc,0,0.00011823538199156049
Neo1,0,0.00011822512004463492
Folh1,0,0.00011816810889028195
Sptb,0,0.0001180909939216268
Slc22a3,0,0.0001180608221612811
Ache,0,0.00011801496176230276
AY358078,0,0.00011800827107812938
CT025584.1,0,0.00011788480984110673
Gbp11,0,0.00011788172811679765
Slc35e4,0,0.00011785715645574734
Olfr446,0,0.00011771478997053552
Kcnc3,0,0.00011764126471237591
Kcnip2,0,0.0001174862047727987
9330178D15Rik,0,0.00011747968567780154
Hnf1a,0,0.0001174688039274896
Upp2,0,0.00011741237840250384
Chgb,0,0.00011736401658796192
Ssc5d,0,0.00011734496064254031
Cntfr,0,0.00011724059891921047
Hist1h4h,0,0.00011722562082584486
Tspyl4,0,0.00011722525506253632
mt-Atp8,0,0.00011721249070416606
Olfr669,0,0.00011718916663343572
Nbl1,0,0.00011709554857942672
Gm10552,0,0.00011703294829786825
Nptxr,0,0.0001168883879950733
Rep15,0,0.00011685962985198415
Shisa2,0,0.00011677592462977504
Hdc,0,0.00011663603401078636
Pheta1,0,0.0001166175685155757
Shroom3,0,0.00011658334346428267
Vmn1r77,0,0.0001165629696796011
Gm42944,0,0.00011628777271061043
Duox1,0,0.0001162269388625514
Stc2,0,0.00011622058191637087
Nlgn3,0,0.00011617849959764114
Fbxo32,0,0.0001161003899072921
Vstm2a,0,0.00011608835297117759
Slc26a10,0,0.00011604716388444735
Gm29514,0,0.0001159909744045451
Egfem1,0,0.00011598678753970138
Olfr1219,0,0.00011597360095910725
Ptprh,0,0.00011595962157058272
Olfr1313,0,0.00011595142893253695
Atp4a,0,0.0001159173377487388
Enho,0,0.00011590517347614959
Arg1,0,0.00011579337090741326
Pcsk1,0,0.00011564556423426797
Gm30524,0,0.00011559792256808921
Rtl3,0,0.0001155648059870562
Rab3b,0,0.00011551421651576633
AC168090.1,0,0.00011549230503624664
Tlr5,0,0.00011538020299776131
Ankrd23,0,0.00011533870094858621
Gm47405,0,0.00011526330391130606
2310034G01Rik,0,0.0001152339982293915
